external_id,baslik,Karar,Gerekce,mevcut_kategori,oneri_kategori,knn_oneri,oncelik,risk_skoru,glosh_skoru,hdbscan_kume,knn_baskinlik,tam_kategori_yollari,oneri_yol,label_sim_fark,knn_impurity,ortak_agac_derinligi,supheli_mi
1382058,Investigation of the relationship between depression levels and nutritional status in elderly patients receiving home health care services,TP-2,"Evde sağlık hizmeti alan yaşlı hastalarda depresyon düzeyleri ile beslenme durumu (MNA ölçeği ve malnütrisyon riski) arasındaki ilişkinin incelendiği bir geriatri, halk sağlığı ve klinik beslenme araştırmasıdır; mevcut Geriatri, Psikiyatri ve Temel Sağlık Hizmetleri etiketlerinin yanına malnütrisyon ve nutrisyonel değerlendirme boyutuyla Beslenme ve Diyetetik alanı eklenmelidir (TP-2 melez çalışma).","Geriatri ve Gerontoloji, Psikiyatri, Temel Sağlık Hizmetleri",Beslenme ve Diyetetik,Beslenme ve Diyetetik,KRİTİK (Farklı Ana Disiplin),0.5805265818129127,0.8927568642656581,-1,0.4,Fen > Tıp > Geriatri ve Gerontoloji | Fen > Tıp > Psikiyatri | Fen > Tıp > Temel Sağlık Hizmetleri,Sosyal > Sosyal > Beslenme ve Diyetetik,0.1066781878471374,0.8,0,1
1447310,Millet Meclisi’nde Bingöl İlinin Sorunları ve Çözüm Arayışları (1961-1980),FP-1,"1961-1980 yılları arasındaki TBMM meclis tutanakları üzerinden Bingöl milletvekillerinin dile getirdiği kentsel altyapı, eğitim, sağlık ve tarım-hayvancılık gibi sosyo-ekonomik sorunların incelendiği bir siyasi tarih ve parlamento tarihi araştırmasıdır; çalışmada ziraat mühendisliği veya tarımsal ekonomi modellemesi bulunmayıp modelin 'Tarımsal Ekonomi ve Politika' (Ziraat) önerisi özetteki 'çiftçi/tarım/hayvancılık' kelimelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Siyasi Bilimler, Tarih' etiketleri tam ve doğrudur.","Siyasi Bilimler, Tarih",Tarımsal Ekonomi ve Politika,Tarımsal Ekonomi ve Politika,KRİTİK (Farklı Ana Disiplin),0.5805147701630382,0.8886860037364119,-1,0.3,Sosyal > Sosyal > Siyasi Bilimler | Sosyal > Sosyal > Tarih,Fen > Ziraat > Tarımsal Ekonomi ve Politika,0.2238379120826721,0.7,0,1
1403661,Sonik Uygulama Modunun İki Farklı Adeziv Sistemin Mikrogerilim Bağlanma Dayınımı Değerleri Üzerindeki Etkisi,FP-1,İnsan molar dişlerinde farklı dental adeziv sistemlerin sonik aktivasyonla uygulanmasının dentine mikrogerilim bağlanma dayanımı (μTBS) ve kompozit rezin restorasyonu üzerindeki etkilerinin incelendiği bir restoratif diş hekimliği ve dental biyomalzeme araştırmasıdır; çalışmada ses dalgaları fiziği veya akustik modelleme bulunmayıp modelin 'Akustik' önerisi başlıktaki ve özetteki dental 'sonik aktivasyon' el aleti teriminden kaynaklanan bir kelime tuzağı ve model yanılgısıdır (FP-1; nitekim k-NN dental biyomalzeme boyutuyla Malzeme Bilimleri demiştir). Mevcut 'Diş Hekimliği' etiketi tam ve doğrudur.,Diş Hekimliği,Akustik,Malzeme Bilimleri,YÜKSEK (Farklı Alt Alan),0.5792787915671807,0.7490478576044007,-1,0.4,Fen > Diş Hekimliği > Diş Hekimliği,Fen > Temel Bilimler > Akustik,0.0914766490459442,0.9,1,1
1403071,Onarım Tercih Oranı: AB Ülkelerinde Onarım Hizmetleri Talebinin Analizi,FP-1,"19 AB üyesi ülkede elektronik ürünlerin onarım hizmetleri talebi ve tüketici tercihlerinin Sistem GMM Dinamik Panel Ekonometri yöntemiyle modellendiği bir mikroiktisat, çevre iktisadı ve tüketici talebi araştırmasıdır; çalışmada telekomünikasyon şebekesi, haberleşme veya donanım mühendisliği bulunmayıp modelin 'Telekomünikasyon' (Mühendislik) önerisi özetteki 'elektronik ürünler' ifadesinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'İktisat' etiketi tam ve doğrudur.",İktisat,Telekomünikasyon,Endüstri Mühendisliği,KRİTİK (Farklı Ana Disiplin),0.579254171388864,0.7905816810827234,-1,0.4,Sosyal > Sosyal > İktisat,Fen > Mühendislik > Telekomünikasyon,0.1760250031948089,0.8,0,1
1403662,Yapıştırma İşlemlerinin Yaşlanmış Üniversal Kompozitlerin Onarım Bağ Dayanımına Etkisi,FP-1,Yaşlanmış dental üniversal kompozit rezinlerin farklı yüzey işlemleri ve dental adeziv sistemlerle onarım makaslama bağ dayanımının (MPa) ve kırılma tiplerinin incelendiği bir restoratif diş hekimliği ve dental biyomalzeme araştırmasıdır; çalışmada polimer sentezi veya kimyasal polimer mühendisliği bulunmayıp modelin 'Polimer Bilimi' (Mühendislik) önerisi dental kompozit ve yapıştırıcı ifadelerinden kaynaklanan bir model yanılgısıdır (FP-1; nitekim k-NN dental biyomalzeme boyutuyla Malzeme Bilimleri demiştir). Mevcut 'Diş Hekimliği' etiketi tam ve doğrudur.,Diş Hekimliği,Polimer Bilimi,Malzeme Bilimleri,YÜKSEK (Farklı Alt Alan),0.5776393475358954,0.7784365495941123,-1,0.6,Fen > Diş Hekimliği > Diş Hekimliği,Fen > Mühendislik > Polimer Bilimi,0.1800863146781921,0.8,1,1
1396886,Van Gölü Havzası Seramiklerinde Kullanılan Motifler ve Boyalar,FP-1,"Van Gölü Havzası'nda Kalkolitik Çağ'dan Urartu Krallığı'na kadar seramik üretimindeki pigment kullanımı, motif repertuarı, tipoloji ve bezeme tekniklerinin incelendiği bir arkeoloji ve arkeometri araştırmasıdır; çalışmada deniz teknolojisi bulunmayıp modelin 'Mühendislik, Deniz' önerisi başlıktaki ve özetteki 'Van Gölü / Havzası' ifadelerinden kaynaklanan bariz bir model halüsinasyonudur (FP-1; nitekim k-NN seramik boyutuyla Malzeme Bilimleri demiştir). Mevcut 'Arkeoloji' etiketi tam ve doğrudur.",Arkeoloji,"Mühendislik, Deniz",Malzeme Bilimleri,KRİTİK (Farklı Ana Disiplin),0.5763197394414918,0.7349212190326753,-1,0.3,Sosyal > Sosyal > Arkeoloji,"Fen > Mühendislik > Mühendislik, Deniz",0.207398384809494,0.8,0,1
1379499,UZUN METRAJLI ÜRÜNLER İÇİN YENİ BİR NİTELİKSEL TUTARLILIK ANALİZİ YAKLAŞIMI,TP-2,"Tekstil sektöründe kumaş üretimi yapan bir firmanın kalite kontrol süreçlerinde uzun metrajlı ürünler için geliştirilen Niteliksel Tutarlılık Analizi (ölçüm sistemleri analizi / MSA ve operatör uyumu) yaklaşımının incelendiği bir istatistiksel kalite kontrol araştırmasıdır; mevcut Endüstri Mühendisliği ve Malzeme Bilimleri/Tekstil etiketlerinin yanına ölçüm güvenilirliği, varyans ve uyum analizi metodolojisi boyutuyla İstatistik ve Olasılık alanı eklenmelidir (TP-2 melez çalışma).","Endüstri Mühendisliği, Malzeme Bilimleri, Tekstil",İstatistik ve Olasılık,İstatistik ve Olasılık,YÜKSEK (Farklı Alt Alan),0.5762364112698688,0.5581295344685131,201,0.3,"Fen > Mühendislik > Endüstri Mühendisliği | Fen > Mühendislik > Malzeme Bilimleri, Tekstil",Fen > Temel Bilimler > İstatistik ve Olasılık,0.1048686504364013,1.0,1,1
1383848,Osmaniye İli Anadolu Mandalarının Süt Verim Özellikleri ve Yağ Asidi Bileşimi,TP-1,"Osmaniye'de yetiştirilen Anadolu Mandalarının süt verimi, süt kimyasal bileşimi (protein, laktoz, yağ) ve yağ asidi kompozisyonunun incelendiği bir hayvansal gıda bilimi ve süt teknolojisi araştırmasıdır; veri tabanındaki 'Bitki Bilimleri' etiketi bariz bir sistemsel hatadır (manda hayvandır). Hatalı etiket silinerek model ve k-NN'in ortak tespiti olan 'Gıda Bilimi ve Teknolojisi' alanı ile düzeltilmelidir (TP-1 tam düzeltme).","Kimya, Uygulamalı, Bitki Bilimleri",Gıda Bilimi ve Teknolojisi,Gıda Bilimi ve Teknolojisi,YÜKSEK (Farklı Alt Alan),0.572499502251028,0.8704999480624155,-1,0.2,"Fen > Temel Bilimler > Kimya, Uygulamalı | Fen > Ziraat > Bitki Bilimleri",Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,0.0996414721012115,0.8,1,1
1328079,Pirinanın Yetiştirme Ortamı Olarak Şişe Kültüründe Sarı Enoki Mantarı (Flammulina velutipes) Yetiştiriciliğinde Kullanımı,TP-2,Sarı enoki kültür mantarı yetiştiriciliğinde zeytin pirinası ve talaş bazlı yetiştirme ortamlarının misel gelişimi ve ürün verimi üzerindeki etkilerinin incelendiği bir mikoloji ve kültür mantarcılığı/ziraat araştırmasıdır; mevcut Mantar Bilimi etiketinin yanına ziraat/kültür yetiştiriciliği boyutuyla Bahçe Bitkileri alanı eklenmelidir (TP-2 melez çalışma).,"Biyoloji Çeşitliliğinin Korunması, Mantar Bilimi",Bahçe Bitkileri,Bitki Bilimleri,YÜKSEK (Farklı Alt Alan),0.5721874222849302,0.557448087014553,-1,0.5,Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması | Fen > Temel Bilimler > Mantar Bilimi,Fen > Ziraat > Bahçe Bitkileri,0.2080725729465484,0.9,1,1
1433884,Zeytinyağı Üretim Süreci Atıklarının Omurilik Yaralanması Modelinde Gıda Takviyesi Ve/Veya Tedavi Ajanı Olarak Değerlendirilmesi,TP-2,"Zeytinyağı üretim yan ürünlerinin (yaprak, pirina, karasu) fitokimyasal ekstraksiyonu, nutrasötik/gıda takviyesi olarak kullanımı ve sıçan omurilik yaralanması modelinde nöroprotektif terapötik etkilerinin incelendiği çok disiplinli bir biyomedikal ve gıda teknolojisi araştırmasıdır; mevcut Nörolojik Bilimler, Farmakoloji ve Tıbbi Araştırmalar etiketlerinin yanına gıda yan ürünleri valorizasyonu ve gıda takviyesi boyutuyla Gıda Bilimi ve Teknolojisi alanı eklenmelidir (TP-2 melez çalışma).","Farmakoloji ve Eczacılık, Nörolojik Bilimler, Tıbbi Araştırmalar Deneysel",Gıda Bilimi ve Teknolojisi,Gıda Bilimi ve Teknolojisi,YÜKSEK (Farklı Alt Alan),0.5712040573198327,0.5504477083042177,271,0.3,Fen > Eczacılık > Farmakoloji ve Eczacılık | Fen > Tıp > Nörolojik Bilimler | Fen > Tıp > Tıbbi Araştırmalar Deneysel,Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,0.0959775149822235,1.0,1,1
1366874,MADEN ADLARININ KÖKEN BİLİMİ AÇISINDAN İNCELENMESİ,TP-1,"Altın, demir, gümüş, bakır, tunç ve çelik gibi maden adlarının Türk dili tarihi, lehçeleri, ses bilgisi ve anlam bilimi açısından incelendiği doğrudan bir etimoloji ve Türk dili araştırmasıdır; veri tabanındaki 'Malzeme Bilimleri, Kâğıt ve Ahşap' ile 'Metalürji Mühendisliği' etiketleri ve modelin 'Mineraloji' / k-NN'in 'Maden İşletme' önerileri başlıktaki 'maden' kelimesinden kaynaklanan bariz bir kelime tuzağıdır. Hatalı mühendislik/fen etiketleri silinerek yalnızca 'Dil ve Dil Bilim' etiketi bırakılmalıdır (TP-1 tam düzeltme).","Malzeme Bilimleri, Kâğıt ve Ahşap, Metalürji Mühendisliği, Dil ve Dil Bilim",Mineraloji,Maden İşletme ve Cevher Hazırlama,YÜKSEK (Farklı Alt Alan),0.570449392417651,0.8579520711087447,-1,0.7,"Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap | Fen > Mühendislik > Metalürji Mühendisliği | Sosyal > Sosyal > Dil ve Dil Bilim",Fen > Temel Bilimler > Mineraloji,0.1027467846870422,0.8,1,1
1366994,Effects of Phson Plant Metabolism and Development,TP-2,"Protein hidrolizatlarının (PHs) tarımda biyostimülant olarak primer/sekonder metabolizma, enzim aktivitesi, gen ekspresyonu ve biyokimyasal yollar üzerindeki düzenleyici etkilerinin incelendiği bir bitki biyokimyası ve tarımsal bitki besleme araştırmasıdır; mevcut Ziraat ve Toprak Bilimi etiketinin yanına hücresel metabolizma, enzim regülasyonu ve gen modülasyonu boyutuyla Biyokimya ve Moleküler Biyoloji alanı eklenmelidir (TP-2 melez çalışma).","Ziraat, Toprak Bilimi",Biyokimya ve Moleküler Biyoloji,Bitki Bilimleri,YÜKSEK (Farklı Alt Alan),0.5697544125806318,0.7107625965639055,-1,0.4,"Fen > Ziraat > Ziraat, Toprak Bilimi",Fen > Tıp > Biyokimya ve Moleküler Biyoloji,0.2058964669704437,0.8,1,1
1389941,Türkiye Üniversitelerinin Jeomorfoloji Alanındaki Lisansüstü Tezlerinin Bibliyometrik Analizi,FP-1,"1944-2025 yılları arasında Coğrafya disiplini altında hazırlanmış 624 jeomorfoloji lisansüstü tezinin zamansal gelişimi, konu dağılımı ve Web-CBS haritalandırmasının yapıldığı bir fiziki coğrafya, bilim tarihi ve bibliyometri araştırmasıdır; çalışmada doğrudan jeoloji mühendisliği saha analizi bulunmayıp (özette belirtildiği üzere özellikle Coğrafya disiplini incelenmiştir) modelin 'Mühendislik, Jeoloji' önerisi 'jeomorfoloji' kelimesinden kaynaklanan bir model yanılgısıdır (FP-1; nitekim k-NN bibliyometri boyutuyla Bilgi/Kütüphanecilik demiştir). Mevcut 'Bilim Felsefesi ve Tarihi, Coğrafya' etiketleri tam ve doğrudur.","Bilim Felsefesi ve Tarihi, Coğrafya","Mühendislik, Jeoloji",Bilgi,KRİTİK (Farklı Ana Disiplin),0.5686754244351906,0.4695953260996034,203,0.6,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi | Sosyal > Sosyal > Coğrafya,"Fen > Mühendislik > Mühendislik, Jeoloji",0.1465045511722564,1.0,0,1
1283877,ERZİNCAN OVASI VE ÇEVRESİNİN DEPREMSELLİĞİ İLE DEPREMLERİN MEKÂNSAL ve YOĞUNLUK ANALİZLERİ,TP-2,"Erzincan Ovası ve çevresinde KAFZ, KDAF ve Ovacık faylarının tektonik yapısı ile aletsel dönem deprem verilerinin CBS tabanlı mekânsal yoğunluk ve yerleşime uygunluk analizlerinin yapıldığı bir fiziki/mekânsal coğrafya ve deprem jeolojisi araştırmasıdır; mevcut Coğrafya etiketinin yanına tektonik, fay mekaniği ve depremsellik boyutuyla Mühendislik, Jeoloji alanı eklenmelidir (TP-2 melez çalışma; veri tabanındaki Fizik ve Matematik çöp etiketleri temizlenmelidir).","Fizik, Matematik, Coğrafya","Mühendislik, Jeoloji",Mühendislik,YÜKSEK (Farklı Alt Alan),0.5672226209430156,0.7665050629728067,156,0.6,"Fen > Temel Bilimler > Fizik, Matematik | Sosyal > Sosyal > Coğrafya","Fen > Mühendislik > Mühendislik, Jeoloji",0.2731324434280395,0.7,1,1
1404088,Stomalı Bireylerde Beden İmajı ve Stomaya Uyum Arasındaki İlişki,TP-2,"Kolostomi ve ileostomi açılmış stomalı hastalarda stoma bakımı, beden imajı algısı ve stomaya uyum düzeylerinin incelendiği bir stoma bakım hemşireliği, cerrahi ve gastrointestinal sistem araştırmasıdır; mevcut Hemşirelik etiketinin yanına stoma tipi (kolostomi/ileostomi) ve sindirim sistemi cerrahisi klinik boyutuyla Gastroenteroloji ve Hepatoloji alanı eklenmelidir (TP-2 melez çalışma).",Hemşirelik,Gastroenteroloji ve Hepatoloji,Gastroenteroloji ve Hepatoloji,KRİTİK (Farklı Ana Disiplin),0.5652717987379615,0.2725355365598933,65,0.5,Sosyal > Sosyal > Hemşirelik,Fen > Tıp > Gastroenteroloji ve Hepatoloji,0.2775368988513946,1.0,0,1
1404093,"Üniversite Öğrencilerinde Sağlık Okuryazarlığı, Siberkondri Ciddiyeti ve İlişkili Faktörlerin İncelenmesi",TP-2,"Üniversite öğrencilerinde Türkiye Sağlık Okuryazarlığı Ölçeği (TSOY-32) ve Siberkondri Ciddiyet Ölçeği ile dijital sağlık arama davranışı, reçetesiz ürün kullanımı ve sağlık anksiyetesinin incelendiği bir halk sağlığı ve koruyucu sağlık araştırmasıdır; mevcut Hemşirelik (Halk Sağlığı Hemşireliği) etiketinin yanına sağlık okuryazarlığı ve birinci basamak koruyucu toplum sağlığı boyutuyla Temel Sağlık Hizmetleri alanı eklenmelidir (TP-2 melez çalışma).",Hemşirelik,Temel Sağlık Hizmetleri,Sağlık Bilimleri ve Hizmetleri,KRİTİK (Farklı Ana Disiplin),0.5644063462889305,0.7771169158125365,-1,0.3,Sosyal > Sosyal > Hemşirelik,Fen > Tıp > Temel Sağlık Hizmetleri,0.1432203352451324,0.8,0,1
1375992,Elle Yazılıp İmzalandıktan Sonra İstiflenen Kağıt Belgeler Arasında Difüzyona İzin Veren Bir Ortamda GC-MS Yöntemiyle Mürekkep Yaşı Tayininin Değerlendirilmesi,FP-1,"Adli belge sahteciliğinin tespiti amacıyla tükenmez kalem mürekkebindeki fenoksietanol uçucu bileşeninin gaz kromatografisi-kütle spektrometrisi (GC-MS) ile kimyasal yaş tayininin yapıldığı doğrudan bir adli bilimler ve adli kimya araştırmasıdır; çalışmada kütüphanecilik veya arşiv tasnifi bulunmayıp modelin 'Bilgi, Belge Yönetimi' önerisi başlıktaki ve özetteki 'belge' kelimesinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Adli Tıp' (Adli Bilimler) etiketi korunmalıdır.",Adli Tıp,"Bilgi, Belge Yönetimi",Hukuk,KRİTİK (Farklı Ana Disiplin),0.5635022965451285,0.9364775039276304,-1,0.3,Fen > Tıp > Adli Tıp,"Sosyal > Sosyal > Bilgi, Belge Yönetimi",0.1410940587520599,0.7,0,1
1406203,Otomatikleştirilmiş ve Otonom Sistemlerce Gerçekleştirilen Sözleşmelerde Sözleşmenin Kurulmasına Yönelik Hukuki Meseleler,TP-2,"Yapay zekâ asistanları ve otonom robotik sistemlerce kurulan sözleşmelerin borçlar hukuku, irade beyanı, iradi temsil ve habercilik (ulak) doktrini çerçevesinde incelendiği bir bilişim hukuku ve yapay zekâ hukuku araştırmasıdır; mevcut Hukuk ana etiketinin yanına otonom sistemler ve algoritmik ajanlar boyutuyla Bilgisayar Bilimleri, Yapay Zeka alanı eklenmelidir (TP-2 melez çalışma).",Hukuk,"Bilgisayar Bilimleri, Yapay Zeka",Bilgisayar Bilimleri,KRİTİK (Farklı Ana Disiplin),0.562933036752922,0.7870021691655423,-1,0.6,Sosyal > Sosyal > Hukuk,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",0.2462356984615326,0.7,0,1
1355949,ORTA ÇAĞ İNGİLTERE MANOR ÇİFTLİKLERİNDE ÜRETİM VE SÜRDÜRÜLEBİLİRLİK,FP-1,"Orta Çağ İngiltere'sindeki feodal malikâne (manor) sisteminde köylülerin tarımsal üretim yapısı, iş gücü örgütlenmesi ve feodal ekosistemin çöküşünün incelendiği doğrudan bir Orta Çağ tarihi ve iktisat tarihi araştırmasıdır; çalışmada modern ziraat mühendisliği veya güncel tarım politikası bulunmayıp modelin 'Tarımsal Ekonomi ve Politika' (Ziraat) önerisi özetteki 'tarım/çiftçi/üretim' kelimelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Ortaçağ ve Rönesans Çalışmaları, Tarih' etiketleri tam ve doğrudur.","Ortaçağ ve Rönesans Çalışmaları, Tarih",Tarımsal Ekonomi ve Politika,Tarımsal Ekonomi ve Politika,KRİTİK (Farklı Ana Disiplin),0.5627729876649261,0.2070274229096892,116,0.3,Sosyal > Sosyal > Ortaçağ ve Rönesans Çalışmaları | Sosyal > Sosyal > Tarih,Fen > Ziraat > Tarımsal Ekonomi ve Politika,0.317188948392868,1.0,0,1
1358914,The Myriad Role of Human Endogenous Retroviruses in the Pathogenesis of Diseases,TP-2,"İnsan endojen retrovirüslerinin (HERVs) genomik yapısı, immün yanıttaki regülasyonu, otoimmün ve nörodejeneratif hastalıklar ile kanser patogenezindeki rollerinin incelendiği bir derlemedir; mevcut Biyokimya, Nöroloji, Onkoloji ve İmmünoloji etiketlerinin yanına çalışmanın retroviral omurgası boyutuyla Viroloji alanı eklenmelidir (TP-2 melez çalışma).","Biyokimya ve Moleküler Biyoloji, Klinik Nöroloji, Onkoloji, İmmünoloji",Viroloji,Viroloji,YÜKSEK (Farklı Alt Alan),0.5626430595582547,0.8328655233644728,-1,0.5,Fen > Tıp > Biyokimya ve Moleküler Biyoloji | Fen > Tıp > Klinik Nöroloji | Fen > Tıp > Onkoloji | Fen > Tıp > İmmünoloji,Fen > Temel Bilimler > Viroloji,0.0983619391918182,0.8,1,1
1404618,Akıllı Ulaşım Sistemlerinin Trafik Sorununa Çözüm Potansiyeli,TP-2,Akıllı Ulaşım Sistemleri'nin (AUS) kent içi trafik yönetimi ve seyahat süreleri üzerindeki etkilerinin 424 katılımcı anketiyle incelendiği bir ulaştırma teknolojisi ve kentsel hareketlilik araştırmasıdır; mevcut teknik Taşınım Bilimi ve Teknolojisi etiketinin yanına kent içi ulaşım yönetimi ve kullanıcı algısı boyutuyla Kentsel Çalışmalar alanı eklenmelidir (TP-2 melez çalışma).,Taşınım Bilimi ve Teknolojisi,Kentsel Çalışmalar,Kamu Yönetimi,KRİTİK (Farklı Ana Disiplin),0.5623610041691987,0.5088680772599092,-1,0.3,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Sosyal > Sosyal > Kentsel Çalışmalar,0.1004113852977752,1.0,0,1
1393426,Blinking without eyelids: first video-documented evidence of a blink-like reflex in Ophisops elegans (Reptilia: Lacertidae),FP-1,"Göz kapağı bulunmayan tarla kertenkelesinde (Ophisops elegans) oküler kas kontraksiyonları ve göz kırpma benzeri refleks adaptasyonunun video-endoskopik olarak incelendiği doğrudan bir zooloji, herpetoloji ve karşılaştırmalı hayvan fizyolojisi araştırmasıdır; çalışmada insan klinik oftalmolojisi veya göz patolojisi bulunmayıp modelin 'Göz Hastalıkları' (Tıp) önerisi metindeki 'ocular/blinking/eyelids' kelimelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Biyoloji, Zooloji' etiketleri tam ve doğrudur.","Biyoloji, Zooloji",Göz Hastalıkları,Göz Hastalıkları,YÜKSEK (Farklı Alt Alan),0.5602666456324662,0.6477246520212511,44,0.4,Fen > Temel Bilimler > Biyoloji | Fen > Temel Bilimler > Zooloji,Fen > Tıp > Göz Hastalıkları,0.2238156646490097,0.8,1,1
1405173,NÖROBİLİM VE TASARIMIN KESİŞİM NOKTALARI: NÖROTASARIM ARAŞTIRMASININ KAPSAM İNCELEMESİ,TP-2,"Tasarım süreçlerinde fMRI, EEG ve göz izleme gibi bilişsel nörobilim araçlarının kullanımını (nörotasarım) PRISMA-ScR metodolojisiyle inceleyen disiplinlerarası bir tasarım ve bilişsel nörobilim araştırmasıdır; mevcut İletişim (Görsel Tasarım) etiketinin yanına nörobilişsel ölçüm araçları ve beyin görüntüleme boyutuyla Nörolojik Bilimler alanı eklenmelidir (TP-2 melez çalışma).",İletişim,Nörolojik Bilimler,Bilgisayar Bilimleri,KRİTİK (Farklı Ana Disiplin),0.55910589580922,0.0351444675599997,38,0.4,Sosyal > Sosyal > İletişim,Fen > Tıp > Nörolojik Bilimler,0.4294850826263428,1.0,0,1
1319566,Sivas Yöresi Düz Dokuma Yastık Örnekleri,TP-2,"Sivas yöresi geleneksel cicim, zili, sumak ve kilim dokuma yastıklarının motif, renk, kaynak kişi görüşmeleri ve dokuma teknikleri açısından incelendiği bir halk bilimi (folklor), etnografya ve geleneksel dokuma sanatı araştırmasıdır; mevcut Beşeri Bilimler ve Folklor etiketlerinin yanına geleneksel el dokuma teknikleri boyutuyla Malzeme Bilimleri, Tekstil alanı eklenmelidir (TP-2 melez çalışma).","Beşeri Bilimler, Folklor","Malzeme Bilimleri, Tekstil",Mimarlık,KRİTİK (Farklı Ana Disiplin),0.5590362449980029,0.617455851831535,-1,0.5,Sosyal > Sosyal > Beşeri Bilimler | Sosyal > Sosyal > Folklor,"Fen > Mühendislik > Malzeme Bilimleri, Tekstil",0.1276350915431976,0.9,0,1
1418778,UZAKTAN ÇALIŞMA YÖNTEMİNİN MENTAL İYİ OLUŞ ÜZERİNDEKİ ETKİSİNDE PROSOSYAL MOTİVASYONUN ARACI ROLÜ,FP-1,"Uzaktan çalışma yönteminin çalışanların mental iyi oluşu ve prososyal motivasyonu üzerindeki etkilerinin 224 katılımcı anketiyle incelendiği bir örgütsel davranış, insan kaynakları yönetimi ve iş psikolojisi araştırmasıdır; çalışmada petrol arama, sondaj veya petrol mühendisliği bulunmayıp modelin 'Mühendislik, Petrol' önerisi giriş cümlesindeki '1970 petrol krizi' tarihsel arka plan ifadesinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Psikoloji, İşletme' etiketleri tam ve doğrudur.","Psikoloji, İşletme","Mühendislik, Petrol",Enerji ve Yakıtlar,KRİTİK (Farklı Ana Disiplin),0.5578594313353965,0.5773610632779872,54,0.3,Sosyal > Sosyal > Psikoloji | Sosyal > Sosyal > İşletme,"Fen > Mühendislik > Mühendislik, Petrol",0.152911901473999,0.9,0,1
1407072,Cumhuriyet modernleşmesinin kırsal ölçekte kurgulanan tarımsal araştırma enstitüleri (yerleşkeleri): Adapazarı Tohum Islah ve Deneme İstasyonu,FP-1,"Erken Cumhuriyet dönemi modernleşmesi bağlamında Adapazarı (Arifiye) Tohum Islah ve Deneme İstasyonu yerleşkesinin mekânsal kurgusu, fiziksel yapılanması ve kırsal mimari miras değerinin incelendiği bir mimarlık tarihi ve Cumhuriyet tarihi araştırmasıdır; çalışmada ziraat mühendisliği veya tarımsal ekonomi analizi bulunmayıp modelin 'Tarımsal Ekonomi ve Politika' önerisi 'tarımsal araştırma/üretim' kelimelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Mimarlık, Tarih' etiketleri tam ve doğrudur.","Mimarlık, Tarih",Tarımsal Ekonomi ve Politika,Tarımsal Ekonomi ve Politika,YÜKSEK (Farklı Alt Alan),0.5576190489656448,0.8916510201004029,-1,0.6,Fen > Mühendislik > Mimarlık | Sosyal > Sosyal > Tarih,Fen > Ziraat > Tarımsal Ekonomi ve Politika,0.2705894112586975,0.6,1,1
1269979,Ekvatorda Iyonosferin Bazı Kritik Yüksekliklerinde  Difüzyon Katsayılarının Ekinoks Günlerinde Değişimi,TP-2,"Ekvatorda ekinoks dönemlerinde iyonosfer tabakasındaki plazma difüzyon tensörü, manyetik anomali ve iletkenlik değişimlerinin incelendiği bir üst atmosfer fiziği ve jeofizik araştırmasıdır; mevcut Fizik/Matematik etiketlerinin yanına üst atmosfer ve iyonosferik modelleme boyutuyla Meteoroloji ve Atmosferik Bilimler alanı eklenmelidir (TP-2 melez çalışma).","Fizik, Matematik, Fizik, Partiküller ve Alanlar",Meteoroloji ve Atmosferik Bilimler,Jeokimya ve Jeofizik,YÜKSEK (Farklı Alt Alan),0.5572982495118558,0.9276732810693504,-1,0.4,"Fen > Temel Bilimler > Fizik, Matematik | Fen > Temel Bilimler > Fizik, Partiküller ve Alanlar",Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,0.1296569406986236,0.7,1,1
