embedding_row,external_id,doi,language,title
468,1321120,10.54370/ordubtd.1653609,TUR,Patlatma Kaynaklı Yer Hareketi Etkisindeki Gömme Bir Betonarme Dikdörtgen Su Deposunun Dinamik Analizi
469,1321125,10.54370/ordubtd.1578325,TUR,Mohr Metodu ile Peynirde Tuz Tayini İçin Ölçüm Belirsizliğinin Hesaplanması ve Metot Doğrulaması
470,1321133,10.53501/rteufemud.1709235,TUR,Yüzey Kaplama Malzemeleri ve Geometrisinin Organik ve İnorganik Sintilatörlerin Verimliliği Üzerindeki Etkisi: Bir GEANT4 Simülasyon Çalışması
471,1321137,10.53501/rteufemud.1581517,TUR,"Konvansiyonel Linak ve 1,5 T Mr-Linak için Tedavi Planlama Sisteminin Dozimetrik Doğrulaması"
472,1321318,10.22531/muglajsci.1681856,TUR,868 MHZ FREKANSINDA AÇIK ALAN ORTAMLARINDA KISA MENZILLI IOT UYGULAMALARI IÇIN XBEE P2P BAĞLANTILARININ YAYILIM ÇALIŞMASI
473,1321820,10.54287/gujsa.1669814,ENG,Optimizing Choke Size to Minimize Sand Production in Oil Wells: A Machine Learning Approach
474,1321826,10.54287/gujsa.1700850,ENG,Utilization of Electromyographic Signal Classification for Predicting Hand Gestures and Grasping Forces Through Artificial Neural Networks
475,1321958,10.31015/2025.2.8,ENG,Sensitivity analysis of uranium reduction and its reoxidation by Fe(III)- (hydr)oxides biogeochemical reaction dynamics
476,1322038,10.17827/aktd.1607163,TUR,İki-boyutlu ve Üç-boyutlu Hücre Kültür Modellerinde Güncel Gelişmeler ve Uygulamalar
477,1322042,10.17827/aktd.1662839,TUR,Sinir Sistemi Üzerine Radyofrekans Elektromanyetik Radyasyonun Rolü
478,1322214,10.34234/ded.1652613,TUR,Sessiz Kitaplardan Oluşturulan Hikâyelerdeki Değerlerin İncelenmesi
479,1322521,10.52273/sduhfd..1540518,TUR,Kaçınılmazlığın Madenlerde Meydana Gelen İş Kazası ve Meslek Hastalıkları Bakımından Değerlendirilmesi
480,1323157,10.21605/cukurovaumfd.1664553,TUR,Farklı MTU Boyutları Altında 802.3ad ve Round Robin Modları Üzerindeki Performans Etkisinin İncelenmesi
481,1323607,10.29132/ijpas.1639276,TUR,Biyomedikal Uygulamalar için T/M Yöntemiyle Üretilen Özel Tasarım Kontrollü Gözenekli İmplantların Temel Özelliklerinin Araştırılması
482,1323741,10.31594/commagene.1553393,TUR,Çanakkale Boğazı Çevresindeki Sulak Alanlardaki Kuş Popülasyonlarının Analizi
483,1323754,10.31594/commagene.1641548,TUR,Stres ile Bağışıklık Fonksiyonu Arasındaki İlişki: Bir Derleme Makalesi
484,1323779,10.55009/bilisimhukukudergisi.1670662,TUR,KÖTÜ AMAÇLI AKILLI SÖZLEŞMELERİN HUKUKİ AÇIDAN DEĞERLENDİRİLMESİ
485,1324150,10.46810/tdfd.1614991,TUR,Anti-İnsan İmmün Yetmezlik Virüsü İlaçlarının Geniş Enerji Bölgesindeki Radyasyon Etkileşim Parametrelerinin İncelenmesi
486,1324239,10.29109/gujsc.1610127,TUR,İmalat Mühendisliğinin Ekonomik Büyüme ve Verimlilik Üzerindeki Rolü ve Endüstri 4.0 Perspektifi
487,1324249,10.18026/cbayarsos.1562937,TUR,Tam Zamanlı Üretim Ortamında Müşteri Tedarikçi İlişkilerinin Optimizasyonu: Bir Davranışsal Muhasebe Yaklaşımı Uygulaması
488,1324310,10.7216/teksmuh.1651482,TUR,YARA İZİ GİDERME VE DOKU REJENERASYONU İÇİN ELEKTROSPUN NANOFİBERLERDEKİ GELİŞMELER
489,1324915,10.18466/cbayarfbe.1570842,ENG,Anderson Type Polyoxometalates Containing Vitamin B1
490,1325327,10.30627/cuilah.1637908,TUR,OSMANLI ASTRONOMİSİNDE YER MERKEZLİ EVREN ANLAYIŞINA GÖRE GÜNEŞ VE AY TUTULMALARI ÜZERİNE DÜŞÜNCELER
491,1325528,10.32322/jhsm.1622951,TUR,"Asymptomatic malaria in selected rural health facilities in Vihiga County, Western Kenya"
492,1325597,10.70736/ijoess.1754,TUR,Çözümleyici çizelgeyle karşılıklı koşul ve bağdaşmaz seçeneklilik önermelerini kısa yoldan denetleme kuralları
493,1325615,10.70736/ijoess.1658,TUR,Argümantasyon ve iki dilliliğin argümantasyon üzerine etkisi
494,1325708,10.51477/mejs.1618434,ENG,THE EFFECT OF DIFFERENT INSULATION MATERIAL  ON THERMAL COMFORT IN A BUILDING WITH NOZZLES COOLING SYSTEM
495,1325713,10.33880/ejfm.2025140206,ENG,Sudden Decrease in Visual Acuity – An Atypical Case
496,1326729,10.58816/duzceod.1592266,TUR,Kent Akustiği ve Ekolojik Çözümler; Bingöl Kent Merkezi Örneği
497,1327223,10.28948/ngumuh.1619090,TUR,Planetscope görüntüleri kullanılarak Tunçbilek açık ocak kömür madeni bölgesinde arazi kullanım ve örtü değişikliklerinin makine öğrenmesi tabanlı zamansal değişim tespiti
498,1327255,10.28948/ngumuh.1711432,TUR,Sn-Ba-Cu-O seramiklerin manyetik kaldırma ve manyetik sertlik performansının ZnO katkılamasına bağlı gelişimi
499,1327291,10.37989/gumussagbil.1366633,TUR,"Üniversite Hastanesi Personelinin Kimyasal, Biyolojik, Radyolojik ve Nükleer Olaylara Karşı Eğitim, Bilgi ve Davranış Düzeyinin Belirlenmesi"
500,1327475,10.34248/bsengineering.1645207,TUR,The Refined Physics-Informed Neural Networks for Nonlinear Convection-Reaction-Diffusion Equations Using Exponential Schemes
501,1327501,10.34248/bsengineering.1684487,TUR,"AÇIK RADYO ERİŞİM AĞI ÜZERİNE SİSTEMATİK BİR İNCELEME: BİLEŞENLER, UYGULAMALAR VE GELECEK PERSPEKTİFLERİ"
502,1327505,10.34248/bsengineering.1673480,ENG,ENHANCED CORROSION RESISTANCE OF X120MN12 STEEL IN ACIDIC MEDIA BY A NOVEL NANOLIGNIN-BASED PROTECTIVE COATING
503,1327889,10.15869/itobiad.1563578,TUR,Sahra-altı Afrika’da Toplumsal Değişim ve Direnişin İzleri: Chinua Achebe’nin Parçalanma Romanı Üzerine
504,1327896,10.15869/itobiad.1569196,TUR,Bir Söylemi Yıkmak: “Ruhsuz Müslüman Kadın” Oryantalist Stereotipine Batı’dan Bir Eleştiri
505,1327903,10.15869/itobiad.1627627,TUR,Osmanlı İmparatorluğu’nda Su Arzı ve Çeşitliliğinin Sağlanmasında Bir Yöntem: Artezyen Kuyuları
506,1328161,10.53635/jit.1587147,ENG,Investigation of the effect of boric acid additive on bitumen modification by DSR and FT-IR test methods
507,1328553,10.18521/ktd.1488540,TUR,Maluliyet Değerlendirmesinde Farklı Bir Kavram: Maden Çalışanları Zorunlu Ferdi Kaza Sigortası
508,1329164,10.62189/ci.1521080,ENG,A Review on cyber security in oil and gas rig sites by itemizing human errors in turn-torque-systems
509,1329359,10.5578/mb.2025037,TUR,Artemeter-Lumefantrin Tedavisi Sonrası Rekrüdesens Gelişen İki Plasmodium falciparum Sıtmasının Başarılı Tedavisi
510,1329477,10.54752/ct.1644002,TUR,"1954 Zonguldak Grizu Faciasından Alınmayan Dersler, 1955 Grizu Patlamasının Basında ve Bölge Halkı Üzerinde Etkileri ve Türk-ABD İlişkilerinde John Lewis Olayı"
511,1329778,,ENG,Development and characterization of gelatin-based scaffolds for 3D cancer cell culture
512,1329898,10.5961/higheredusci.1497789,TUR,Cerrahi Branşlarda Eğitim Gören Öğrencilerin Beyin Göçüne Yönelik  Tutumlarının Değerlendirilmesi:  Bir Sağlık Hizmetleri Meslek Yüksek Okulu Örneği
513,1329984,10.15437/jetr.1572713,TUR,Tip 2 diyabette plantar ülser varlığı plantar basınç dağılımı parametrelerini değiştirir mi?
514,1329986,10.15437/jetr.1379562,TUR,Ovako çalışma postürü analiz sisteminin gözlemciler arası ve içi güvenirliği: son sınıf fizyoterapi ve rehabilitasyon öğrencilerinde çalışma postürü analizi
515,1330011,10.21324/dacd.1699243,TUR,Giresun İlinin 2018-2023 Yılları İçerisindeki Katı Atık Performansının Ölçülmesi
516,1330125,10.25095/mufad.1646036,TUR,Güneydoğu Asya Uluslar Birliği (ASEAN) Ekonomilerinde Finansal Gelişme ve Doğrudan Yabancı Yatırımların Ekonomik Büyüme Üzerindeki Etkisi
517,1330386,10.69576/ihya.1629488,TUR,Modalite Konusunun Kilis Mantık Okulu Eğitimine Yansıması: Zübdetü’l-Muhtelitât Mine’t-Tasdikât Adlı Eser Üzerine Bir Değerlendirme
518,1330433,,TUR,Bıldırcında Kemik Dayanımının Geometrik Ve Biyomekanik Yöntemlerle Değerlendirilmesi
519,1330734,,TUR,Yüzeye Yakın Tek Atom Kuantum Metrolojisi: Casimir-Polder Etkileşim Etkileri
520,1330894,10.52122/nisantasisbd.1442465,TUR,KİTAP KAPAĞI TASARIMLARINDA KULLANILAN PROPAGANDA TAKTİKLERİ: KİŞİSEL GELİŞİM KİTAPLARI ÖRNEĞİ
521,1330994,10.21550/sosbilder.1622281,TUR,ÇAĞATAY TÜRKÇESİNİN KLASİK SONRASI DEVRİ’NİN (1600-1921) MANZUM ESERLERİ
522,1331044,10.61112/jiens.1591935,TUR,OPEX yaklaşımı yoluyla döküm vana ürünleri İçin metalurjik simülasyonlar ve mekanik analizler üzerine bir çalışma
523,1331326,,TUR,Demet Kaybı Monitörü Olarak Hibrit Sürüklenme Tüpleri Geliştirilmesi
524,1331384,10.31451/ejatd.1621459,TUR,BASKI ÖNCESİ HAZIRLIKTA KULLANILAN TERİMLER VE TANIMLAMALARI
525,1331416,10.17484/yedi.1633225,TUR,Adli Estetiğin Yeni Paradigması: Dijital Dönemde Fotoğraf ve Temsili
526,1331503,10.29130/dubited.1552103,TUR,"2-okso-2-feniletil 3-nitroso-2-fenilimidazo[1,2-a]piridin-8-karboksilat bileşiğinin DFT çalışmaları"
527,1331515,10.29130/dubited.1662715,TUR,Hızlandırıcı Sürücülü Sistemlerde MOX ve Toryum Dioksit Yakıtlarının Performans Analizi
528,1331991,10.22559/folklor.3816,TUR,Çin’in Sincan Bölgesi’ndeki Bazı Türk Dillerine Ait Toponimler Üzerine
529,1332049,10.32600/huefd.1534383,TUR,Türkçede Ünlülerarası /h/ Üzerine Çevresel Ünlülerin Akustik Etkilerinin Çözümlemesi
530,1332094,10.35414/akufemubid.1491786,TUR,Konvolüsyon İşlemi Üzerinde GPU Eniyileme Yöntemlerinin Etkisi
531,1332238,10.25092/baunfbed.1473620,TUR,Biyonanokompozit filmler ve kaplamalar: gelişen teknolojideki mevcut uygulamaları
532,1332250,10.25092/baunfbed.1556787,TUR,"Üleksit, kolemanit, klinoptiloit zeolitli sıvaların radyoaktif ışınım soğurumu, basınç mukavameti, ısı yalıtımı ve antibakteriyel özelliklerinin karşılaştırılması"
533,1332273,10.55730/1300-0179.3229,ENG,Winter breeding of the long-eared owl (Asio otus) in Türkiye
534,1332300,10.26650/acin.1462076,ENG,Comparative Analysis of Transaction Performance in Different Virtualization Environments
535,1332388,10.5152/j.aott.2025.24077,ENG,Biomechanical comparison of rotator cuff repair techniques in osteoporotic conditions: testing a novel technique
536,1332601,10.55730/1300-0101.2772,ENG,Rotating anisotropic Bose gas with large number of vortices
537,1332678,10.55730/1300-0101.2773,ENG,Supersymmetric exploration of external field effects on spinning cosmic strings with Aharonov–Bohm interaction
538,1332702,10.55730/1300-0101.2774,ENG,White-pupil fibre-fed èchelle spectrograph of the Russian-Tu
539,1332729,10.55730/1300-0101.2779,ENG,Variational Monte Carlo optimization of proton-proton scattering potential using the phase function method
540,1333016,10.30831/akukeg.1625436,TUR,Asya’da Yükseköğretim: Asya Yükseköğretim Kurumlarının Değişen Dünya Sıralamaları (2015-2025)
541,1333073,10.55730/1300-0144.5961,ENG,Relationship between the density of degenerated neurons in the carotid body and changes in blood pH
542,1333334,10.26650/CONS2025-1646387,TUR,Konservatuvar Öğrencilerinde Fiziksel Uygunluk Parametrelerinin Seçilmiş Bale Hareketlerine Etkisinin İncelenmesi
543,1333376,10.55730/1300-0985.1957,ENG,"Multianalytical characterization of Byzantine wall paintings by SEM-EDX, μ-XRD, raman and FTIR techniques"
544,1333478,10.55730/1300-0985.1958,ENG,Evaluation of physical and chemical condition of a group of waterlogged archaeological woods from the Yenikapı 16 shipwreck
545,1333499,10.55730/1300-0985.1962,ENG,Luminescence dating and its application to anthropogenic sedimentary sequences: Tepecik-Çiftlik prehistoric settlement
546,1333522,10.4274/trs.2024.24172,TUR,İnflamatuar Akut Karın Etyolojisi
547,1333629,10.55730/1300-0527.3707,ENG,An overview of sodium-ion batteries as next-generation sustainable electrochemical devices beyond the traditional lithium-ion framework
548,1333635,10.55730/1300-0985.1965,ENG,"Facies and depositional architecture of Upper Miocene tidal flat sedimentation in Kefalonia and Corfu Islands, West Greece"
549,1333640,10.55730/1300-0985.1966,ENG,A new fossil woody flora of the Late Oligocene-Early Miocene of northwest İstanbul with a new species
550,1333765,10.55730/1300-0985.1971,ENG,"First record of scyphocrinoids in Türkiye and recognition of the Silurian/Devonian boundary interval (Halevikdere Section, Eastern Taurides)"
551,1333772,10.55730/1300-0985.1973,ENG,"Apatite chemistry from the XV IOA deposit, the Bafq–Saqand Metallogenic Province (BSMP), Central Iran: constrains on the genesis of IOA deposits"
552,1333790,,ENG,The Quaternary fluvial-lacustrine system in the Akarçay Basin (SW Anatolia): depositional environments and paleoclimatic interpretation
553,1333796,10.55730/1300-0985.1976,ENG,"Formation of Holocene paleosols in a relict sand dune sequence at Kıyıköy, Türkiye"
554,1333841,10.18185/erzifbed.1679453,TUR,CP-Titanyum ve CoCrMo Alaşımı Üzerine Katodik Ark Biriktirme Yöntemi ile Kaplanmış Filmlerin Tribolojik Özellikleri
555,1333853,10.18185/erzifbed.1665148,TUR,Sabit Azot Akışında HiPIMS ile Kaplanmış B4C Filmlerin Adezyon ve Tribolojik Özellikleri Üzerinde Artan Görev Süresi ve Hedef Voltajın Etkisi
556,1333859,10.55730/1300-0985.1979,ENG,"Tectonic setting analysis of the Early Tortonian lacustrine basins in NW Iran based on sedimentological, paleontological, and structural studies"
557,1334001,10.55730/1300-0527.3718,ENG,Spherical spiky ZnO/Au nanostructures for efficient photoelectrochemical water splitting
558,1334016,10.55730/1300-0527.3722,ENG,Investigation of the interaction conditions of As2S5 and CuCl2 compounds in water and ethylene glycol medium
559,1334024,10.55730/1300-0527.3725,ENG,A new turn off fluorescent NIR probe for hypochlorous acid and its applications
560,1334027,10.55730/1300-008X.2841,ENG,Review of the Early Miocene Pinuxylon species of Türkiye with a new species
561,1334065,10.55730/1300-0527.3733,ENG,Dispersive micro solid phase extraction of cadmium on MIL-53(Al)@BaTiO3 nanocomposite from seafood samples
562,1334092,10.55730/1300-0527.3739,ENG,Theoretical study on electronic and optoelectronic properties of some C^N^N- and C^C^C-chelated iridium(III) complexes for OLEDs
563,1334115,10.55730/1300-008X.2855,ENG,A new coralloid arecoid palm root mat from the Deccan Intertrappean Beds of India and its significance
564,1334146,10.55730/1300-0527.3746,ENG,Influence of synthesis parameters on the structural formation of mayenite via the citrate sol-gel method
565,1334287,10.30728/boron.1556075,TUR,Fe3+'nin Seçici Tespiti için Yeni Bir Bor Nitrür Kuantum Noktaları Esaslı Floresan Algılama Platformu
566,1334288,10.30728/boron.1568002,TUR,Nano-kil ve borik asitli Etil Vinil Asetat (EVA) kompozitleri: ısıl ve mekanik özellikler
567,1334325,10.55730/1300-0152.2738,ENG,N-cadherin mimetic hydrogels drive superior regenerative and paracrine responses in 3D cultures of adipose-derived mesenchymal stem cells
568,1334911,10.4274/MNM.2024.24288,TUR,Hemşirelik Öğrencilerinin Periferik Venöz Kateter İlişkili Enfeksiyonların Önlenmesinde Kanıta Dayalı Uygulamaya Yönelik Tutum ve Farkındalıkları
569,1335028,10.33439/ergonomi.1607354,TUR,MOTOSİKLETLİ KURYELERDE BİREYSEL GÜRÜLTÜ MARUZİYET SEVİYESİNİN  BELİRLENMESİ
570,1335137,10.46497/ArchRheumatol.2024.10753,ENG,A comparison of thermal characteristics of the small joints of the hands between patients with rheumatoid arthritis and healthy controls
571,1335470,10.29228/joh.78596,TUR,YEREL MEDYA ÇALIŞANLARININ DEZENFORMASYONA KARŞI GELİŞTİRDİKLERİ STRATEJİLER VE MOTİVASYONLAR
572,1335695,10.58816/duzceod.1331919,TUR,"Çanakkale Kara Menderes Irmağı Çevresindeki Leyleğin (Ciconia ciconia L, 1758) Üreme Biyolojisi"
573,1335879,10.19113/sdufenbed.1674189,TUR,"Cu₂ZnSnSe₄ İnce Filmleri Üzerindeki Tavlama Etkileri: Yapısal, Elektriksel ve Optik Karakterizasyon"
574,1335884,10.19113/sdufenbed.1693318,TUR,GFRC Cephe Sistemlerinde St37 Çelik Kancalar Üzerinde Santrifüjlü Sıcak Daldırma Galvaniz Kaplamaların (CHDG) Korozyon Performansı ve Korunumu: Bir Vaka Çalışması
575,1335911,10.21597/jist.1546939,TUR,Pd Nano Teldeki Bauschinger Etkisinin Kristalografik Yönelime Bağlılığının Moleküler Dinamik Simülasyonu ile İncelenmesi
576,1335936,10.21597/jist.1581092,TUR,Biyoaktif Maddelerin Ekstraksiyonunda Sulu İki Fazlı (Etanol-Tuz Bazlı) Sistemlerin Yetenekleri: Model Bir Yapı Olarak Fıstık (Pistacia vera L.) Atıkları
577,1335957,10.21597/jist.1544594,ENG,On the Generalization of Soft Dimonoids
578,1336048,10.31796/ogummf.1547071,TUR,PLAZMA TRANSFER ARK KAYNAĞI İLE NİTRÜRLENMİŞ ÇELİKLER ÜZERİNE KAPLANMIŞ NİKEL ESASLI SERT DOLGU KAPLAMALARININ MİKROYAPISAL VE TRİBOLOJİK ÖZELLİKLER
579,1336053,10.31796/ogummf.1700919,TUR,NEGATİF BİASLI FLOTASYON KOLONUNDA İNCE GANG TANELERİNİN SÜRÜKLENME MODELİ
580,1336108,10.14744/bej.2025.48379,ENG,Evaluation of Retinal Inner Layer Thickness and its Relationship with Visual Prognosis in Multiple Sclerosis Patients with and Without Optic Neuritis
581,1336111,10.14744/bej.2025.98698,ENG,Optic Nerve Head Microvascular Changes Associated with Intracranial Aneurysms
582,1336242,10.18678/dtfd.1616307,TUR,COVID-19 Pandemisinin Osteoporoz Tanı ve Takibi Üzerine Etkileri
583,1336565,10.17216/limnofish.1578930,TUR,"Beyhan Baraj Gölü’nde yaşayan Capoeta damascina (Valenciennes, 1842)’nın Büyüme ve Üreme Özellikleri"
584,1336566,10.17216/limnofish.1616500,TUR,"Eğirdir Gölü’ndeki Predatör: Chaetogaster limnaei limnaei Baer, 1827 (Annelida: Clitellata)"
585,1336567,10.17216/limnofish.1654809,TUR,"Türkiye'deki iki Truncatelloidean türü Ecrobia maritima (Milaschewitsch, 1916) ve Potamopyrgus antipodarum (J. E. Gray, 1843) için güncellenmiş lokalite kayıtları"
586,1336680,10.4274/balkanmedj.galenos.2025.2025-2-54,ENG,Unsuspected Malaria Infection in a Case with Pancytopenia
587,1336681,10.4274/balkanmedj.galenos.2025.2025-1-132,ENG,"Impact of Smoking on SARS-CoV-2 Infection and Outcomes, An Evidence from Enrichment Analysis of Genes Associated with COVID-19 Susceptibility and Outcomes"
588,1336903,10.55262/fabadeczacilik.1621868,TUR,Gerçek Tabletlerdeki İki Bileşenli İlaçların Spektrofotometrik Analizi İçin İki Değişkenli ve Çok Değişkenli Kalibrasyon Yaklaşımı
589,1336911,10.55262/fabadeczacilik.1664557,TUR,Kemometri Destekli Spektrofotometri ile Efervesan Tabletlerdeki Deksketoprofen ve Parasetamolün Kantitatif Tayini
590,1336930,10.19111/bulletinofmre.1440145,ENG,Problems in dating results on lake sediments: Türkiye
591,1336974,10.28979/jarnas.1650045,ENG,Investigation of Mineralogy and Ceramic Technology Properties of Sivrihisar Kurtşeyh Sepiolites (Türkiye)
592,1337030,10.58600/eurjther2705,ENG,Impact of Central Sensitization on Sleep and Pain Perception in Patients with Fibromyalgia and Obstructive Sleep Apnea
593,1337229,10.18506/anemon.1620696,TUR,Bram Stoker'ın Dracula'sında Toplumsal Cinsiyet ve Gücün Feminist Bir Okuması
594,1337296,10.4274/tjod.galenos.2025.26980,TUR,Endometriomanın servikal sürüntü üzerinden Fourier dönüşümlü kızılötesi spektroskopi ile non-invaziv tanısı
595,1337443,10.30720/ered.1606433,TUR,Doğuştan Kör ve Sağlıklı Bireyler Arasında Denge ve Koordinasyon Karşılaştırması
596,1337659,10.26650/SJ.2025.45.1.0833,TUR,Mobil Değersizleştirme Konusunun Akademik Üretimdeki Yeri: Bibliyometrik Bir Analiz
597,1337700,10.38079/igusabder.1660696,TUR,Auriküler Vagus Sinir Uyarımının Kalp Hızı Değişkenliği Üzerindeki Etkisi
598,1337768,10.31459/turkjkin.1692902,ENG,Physiological sex differences in response to exercise
599,1337906,10.19126/suje.1618404,ENG,Analyzing Student Drawings of Cosmology Concepts
600,1338032,10.58884/akademik-hassasiyetler.1714259,TUR,ORTA ASYA ÇALIŞMALARININ BİBLİOMETRİK BİR ANALİZİ
601,1338370,10.26650/experimed.1664205,ENG,In vitro Efficacy of Sumac (Rhus Coriaria) Extracts Against Leishmania tropicana and Leishmania mexicana: A Preliminary Study from Turkiye
602,1338439,10.18493/kmusekad.1544404,TUR,TEKNOLOJİ VE YAZILIM ŞİRKETLERİNDE İŞLETME DEĞERİNİ BELİRLEYEN ÖLÇÜTLER ÜZERİNE BİR İNCELEME
603,1338538,10.17780/ksujes.1645987,TUR,MİKROSERVİS YAKLAŞIMINDA SERVİSLER ARASI İLETİŞİM MİMARİLERİNİN PERFORMANS KARŞILAŞTIRMASI
604,1338609,10.26650/JGEOG2024-1428426,ENG,"Vegetation History of Karacabey Longoz Forest and Surrounding Area During the Last 250 Years (Bursa, Türkiye)"
605,1338632,10.4274/tjps.galenos.2025.36559,ENG,Nanobubble-Enhanced Oral Delivery of Bortezomib: Optimizing Preparation and Characterization through Design of Experiment (DOE)
606,1339132,,TUR,Mezogözenekli Metal Fosfat Ve Metal Pyrofosfat İnce Filmlerin Geliştirilmesi Ve Oksijen Üretme Tepkimesi (OER)
607,1339206,10.12991/jrespharm.1710276,ENG,Development and validation of a spectrofluorophotometric method for berberine hydrochloride quantification in diverse matrices
608,1339223,10.12991/jrespharm.1710280,ENG,Novel UV-Visible Spectroscopy method for development and validation of nicardipine hydrochloride in bulk form
609,1339299,10.37093/ijsi.1626425,TUR,Algılanan Lider Adaletinin Değişebilirliği: Durumsal Duygulanımın ve Lider Cinsiyetinin Rolü Üzerine Kuramsal Model
610,1339334,10.12991/jrespharm.1666359,ENG,"New inhibitor quadrupole mutant PfDHFR as antimalaria candidate: Structure-based pharmacophore, molecular docking, ADMET, molecular dynamic, and chemical quantum study"
611,1339448,10.21597/jist.1640466,TUR,Minör Aktinit ve Toryum Kullanılan Bir Hızlandırıcılı Sürücülü Sistemde Performansın Değerlendirilmesi
612,1339450,10.21597/jist.1575120,TUR,Reaksiyon-Konveksiyon-Difüzyon Sisteminde Ters Yönde İlerleyen Dalgaların Kararlılık Analizi
613,1339483,,TUR,Film Açıklamalarında Anlamsal Benzerlik Kullanımının Tür Sınıflandırma Performansına Etkisi
614,1339486,,TUR,Kafes Yapıların NSGA-II ve SHAMODE Algoritmaları ile Çok-amaçlı Optimizasyonu
615,1339487,,TUR,3B İleri Biyobaskı Teknolojileri için Geçici Destek Malzemeleri Kullanılarak Baskılanmış Nöronal Sferoidler
616,1339521,10.52037/eads.2025.0009,ENG,Fracture Strength and Stress Distribution Analyses of CAD/CAM Titanium and Zirconia Abutments Restored with Resin-Based Ceramic and Monolithic Zirconia Crowns
617,1339723,10.5505/tjo.2023.4183,ENG,Comparison of the Sensitive Volume Response of the Three Different Cylindrical Ionization Chambers with GEANT4 Simulations Using the Concept of Output Factor
618,1340140,10.29228/jrp.748,ENG,Luvunga scandens (Roxb) as the promising source of antimalarial drugs against Plasmodium falciparum 3D7
619,1340182,10.17515/resm2024.333me0628rs,ENG,Evaluation of bentonite suitability as a binder on the physico- mechanical and thermal properties of insulating bricks produced from quartz deposit
620,1340222,10.17515/resm2025-514ma1102rs,ENG,Influence of quartz replacement by Iraqi porcelanite and silica fume on the properties of porcelain products
621,1340229,10.17515/resm2025-752ma0313rs,ENG,Laboratory improvement of clay mineralogical and swelling properties using hydraulic binder treatment
622,1340396,10.12991/jrespharm.1634614,ENG,Study on ethnopharmacy of medicinal plants for antidiarrheal purposes among the Osing Tribe using Near Infrared Spectroscopy and chemometrics techniques
623,1340402,10.12991/jrespharm.1643793,ENG,Formulation and characterization of puerarin loaded nanoparticles encapsulated in PDLG employing solvent evaporation method
624,1340687,,TUR,Kömür Madenleri İçin Havalandırma Sistem Tasarımı
625,1340751,10.53433/yyufbed.1667463,TUR,"Fe3Al2B2, Ru3Al2B2 ve Os3Al2B2 Üçlü Borürlerin Kuramsal İncelenmesi: Yapısal, Mekanik ve Fonon Özellikleri"
626,1340776,,TUR,Bitki Hastalıklarının Erken Teşhisinde Vis-NIR Spektroskopi Yöntemi
627,1340780,10.53433/yyufbed.1674395,TUR,Bursa’da Kullanılan Yapı Malzemelerinde Doğal Radyonüklit Analizi
628,1340801,10.53433/yyufbed.1617145,TUR,Devre Teorisinden Esinlenerek Dinamik Sistemlerin Niteliksel Davranışı Üzerine Bir Paradigma
629,1340827,,ENG,Development and validation of a UV-Spectrophotometric method using methanol for the simultaneous estimation of doxycycline and voriconazole in pharmaceutical formulations
630,1340902,,ENG,Understanding the effect of ginger on dental pulp stem cells differentiation into chondrocyte
631,1341217,10.17341/gazimmfd.1528584,TUR,Portatif sagital plan omurga  eğriliği ölçüm sistemi tasarımı ve ön değerlendirmesi
632,1341340,10.26650/jos.1499996,TUR,Şarktaki Gezinti: Oryantalizmin Işığında Flaubert’in Doğusu
633,1341569,10.26650/jos.1517669,TUR,Gerçekliğin Peşinde: Yu Dafu’nun Eserlerinde “Kendini İfşa” Eğilimi
634,1341621,10.30855/gmbd.070525A02,ENG,2-D Geometric Accuracy Investigation of Vat-Photopolymerisation Printed Yttrium Stabilised Zirconia Ceramics
635,1341623,10.30855/gmbd.070525A04,ENG,Hip Prosthesis Design with a Shock Absorber
636,1341625,10.30855/gmbd.070725A06,ENG,Effects of Thermal Spray Coatings on Surface Protection and Mechanical Performance of AlSi10Mg Alloy Produced by Additive Manufacturing
637,1341719,10.17515/resm2024.394me0812rs,ENG,Fabrication and mechanical characterization of composite fiberboard utilizing dry lemon peel powder and epoxy resin
638,1341845,10.20528/cjsmec.2025.03.003,ENG,Influence of damage state threshold variability on the seismic vulnerability analysis of masonry aqueducts
639,1341859,10.20528/cjcrl.2025.03.002,ENG,Predictive modelling of acoustic emission signal data for corrosion assessment: A modified dimensional analysis based approach
640,1341951,10.5505/ejm.2024.37630,ENG,Comparison of Tuberculosis Skin Testing and QuantiFERON-TB Gold Plus Test in Yazidi Refugees
641,1341985,10.17341/gazimmfd.1560376,TUR,Zirkon kumundan zirkonya esaslı aerojel tozu üretimi
642,1342115,10.17515/resm2024.479ea1007rs,ENG,Building earthquake resilience with clay shale: pioneering sustainable concrete solutions with eco-friendly materials
643,1342117,10.17515/resm2024.494st1019rs,ENG,Comparative analysis of seismic resilience: conventional vs. rectangular spiral reinforcement in joints
644,1342370,10.17714/gumusfenbil.1664390,TUR,Magnetron sıçratma yöntemiyle biriktirilen TiWSiN ince filmlerin yapısal ve tribolojik özelliklerine farklı azot akış hızlarının etkisinin araştırılması
645,1342490,10.37094/adyujsci.1633920,TUR,"Kıbrıs’ın İlk Halkalama İstasyonu, Karpaz Kuş Halkalama İstasyonu: 2024 Sonbahar Göç Sezonu Sonuçları"
646,1342498,10.37094/adyujsci.1591478,TUR,Samaryum ve Bor Katkılı İndiyum Oksit İnce Filmin Radyasyon Karakteristiklerinin Simülasyon Yöntemiyle Belirlenmesi
